"","Generation","Crosses","Treatment","Exposure","Sample","Sex","Sugar.Weight","Glucose","Trehalose","Glycogen","Fat.Weight","TAG","Fitness","X"
"226","F2","McPn","NSD","Paternal",6,"male",2.53,9.653494811,14.66805085,29.93682798,2.42,40.52525219,NA,NA
"227","F2","McPn","NSD","Paternal",7,"male",2.57,8.720983623,16.94611113,34.65579207,2.45,42.30894679,NA,NA
"228","F2","McPn","NSD","Paternal",8,"male",2.38,9.469659094,19.88692293,41.08531947,2.34,32.76059769,NA,NA
"229","F2","McPn","NSD","Paternal",9,"male",2.43,11.44720608,14.29357248,24.16669947,2.53,41.39044256,NA,NA
"230","F2","McPn","NSD","Paternal",10,"male",2.63,11.81709568,19.22425958,42.83733553,2.73,37.71119347,NA,NA
"231","F2","McPn","NSD","Paternal",11,"male",2.58,9.973751217,18.10794098,45.70524376,2.45,29.79849973,NA,NA
"232","F2","McPn","NSD","Paternal",12,"male",2.34,11.97533013,9.204430864,24.89410787,2.68,36.21180679,NA,NA
"233","F2","McPn","NSD","Paternal",13,"male",2.5,9.868168336,17.46481007,31.43971593,2.24,28.87810364,NA,NA
"234","F2","McPn","NSD","Paternal",14,"male",2.55,7.786819774,18.74242355,40.72528704,2.29,28.09212631,NA,NA
"235","F2","McPn","NSD","Paternal",15,"male",2.57,12.09468465,17.4308711,45.30514869,2.2,22.09861839,NA,NA
"236","F2","McPn","NSD","Paternal",16,"male",2.58,13.18610202,10.58315227,27.43658176,2.48,38.33273517,NA,NA
"237","F2","McPn","NSD","Paternal",17,"male",2.54,13.57589477,12.09733246,24.51255397,2.46,51.18846719,NA,NA
"238","F2","McPn","NSD","Paternal",18,"male",2.38,10.85266132,18.77177472,56.29707388,2.55,43.60020253,NA,NA
"239","F2","McPn","NSD","Paternal",19,"male",2.39,9.670998706,18.04393342,44.8110918,2.62,40.01434272,NA,NA
"240","F2","McPn","NSD","Paternal",20,"male",2.61,12.66493056,14.93181707,50.33667123,2.49,41.23706538,NA,NA
"241","F2","McPn","NSD","Paternal",21,"male",2.35,10.75088351,14.53678241,34.19170775,2.32,32.29347826,NA,NA
"242","F2","McPn","NSD","Paternal",22,"male",2.4,11.59577138,17.58592319,46.64332658,2.32,55.19554819,NA,NA
"243","F2","McPn","NSD","Paternal",23,"male",2.66,11.3615267,17.45589198,50.29641748,2.73,55.36216158,NA,NA
"244","F2","McPn","NSD","Paternal",24,"male",2.7,13.16652994,17.97009412,52.14548644,2.51,86.80568622,NA,NA
"245","F2","MnPn","NSD","Both",1,"male",2.6,6.249761944,21.29807219,34.03977057,2.44,26.18599744,NA,NA
"246","F2","MnPn","NSD","Both",2,"male",2.89,7.939532717,13.74448826,15.59483038,2.64,21.72946099,NA,NA
"247","F2","MnPn","NSD","Both",3,"male",2.6,12.61629892,19.45492402,37.40695993,2.56,63.63721364,NA,NA
"248","F2","MnPn","NSD","Both",4,"male",2.52,8.903245011,13.42284711,32.87340533,2.57,37.10963491,NA,NA
"249","F2","MnPn","NSD","Both",5,"male",2.52,13.1240328,34.40683139,20.15387049,2.62,80.61143696,NA,NA
"250","F2","MnPn","NSD","Both",6,"male",2.72,10.44052019,27.94403541,39.94374406,2.39,24.18921594,NA,NA
"251","F2","MnPn","NSD","Both",7,"male",2.56,11.22311948,20.27750224,27.81309546,2.19,12.34074651,NA,NA
"252","F2","MnPn","NSD","Both",8,"male",2.62,12.18542693,27.15810501,32.23159354,2.41,23.56244067,NA,NA
"253","F2","MnPn","NSD","Both",9,"male",2.51,8.794104454,26.42205876,38.5768615,2.32,26.45600546,NA,NA
"254","F2","MnPn","NSD","Both",10,"male",2.66,12.46270126,26.22367844,32.81680849,2.29,16.34964478,NA,NA
"255","F2","MnPn","NSD","Both",11,"male",2.77,9.53927718,27.39914296,18.4465376,2.57,22.94706365,NA,NA
"256","F2","MnPn","NSD","Both",12,"male",2.81,11.81691287,28.31499986,22.85623284,2.55,25.84479221,NA,NA
"257","F2","MnPn","NSD","Both",13,"male",2.54,9.702299794,10.61939168,32.30646922,2.48,35.32911808,NA,NA
"258","F2","MnPn","NSD","Both",14,"male",2.61,6.798175618,11.02991981,21.46989853,2.42,45.24060962,NA,NA
"259","F2","MnPn","NSD","Both",15,"male",2.59,7.513696646,19.47085972,13.76586605,2.7,28.03999468,NA,NA
"260","F2","MnPn","NSD","Both",16,"male",2.39,6.794835573,10.06545507,21.37741554,2.66,30.0060409,NA,NA
"261","F2","MnPn","NSD","Both",17,"male",2.53,11.20182013,14.67822152,23.00834739,2.37,19.34325241,NA,NA
"262","F2","MnPn","NSD","Both",18,"male",2.74,11.54096265,11.93449779,35.34727491,2.48,31.77934996,NA,NA
"263","F2","MnPn","NSD","Both",19,"male",2.4,8.911574139,18.46407545,36.33297998,2.43,53.11365417,NA,NA
"264","F2","MnPn","NSD","Both",20,"male",2.5,10.5713848,11.07486444,16.36855902,2.36,40.40545679,NA,NA
"265","F2","MnPn","NSD","Both",21,"male",2.65,9.428100514,8.352728259,8.896294562,2.67,70.68362015,NA,NA
"266","F2","MnPn","NSD","Both",22,"male",2.39,8.032409405,11.86467675,14.88772049,2.51,38.62456748,NA,NA
"267","F2","MnPn","NSD","Both",23,"male",2.47,10.07231405,14.07345678,24.5329042,2.77,25.98743662,NA,NA
"268","F2","MnPn","NSD","Both",24,"male",2.66,9.556580146,13.82002594,25.04379093,2.51,53.58964894,NA,NA
"269","F2","McPc","CD","Both",1,"male",2.45,7.905701754,9.969235964,17.27949791,2.26,20.91780469,NA,NA
"270","F2","McPc","CD","Both",2,"male",2.64,7.927725497,13.31517368,9.252001687,2.77,38.61262767,NA,NA
"271","F2","McPc","CD","Both",3,"male",2.63,8.670053842,13.86963149,16.79620349,2.51,27.20009741,NA,NA
"272","F2","McPc","CD","Both",4,"male",2.52,8.191971913,11.65387996,11.65369202,2.77,31.8341472,NA,NA
"273","F2","McPc","CD","Both",5,"male",2.63,9.149041938,15.85095806,19.98107299,2.79,55.06462132,NA,NA
"274","F2","McPc","CD","Both",6,"male",2.57,7.955539382,14.5912771,22.282457,2.56,30.37219429,NA,NA
"275","F2","McPc","CD","Both",7,"male",2.49,9.502383393,10.28387058,21.98538286,2.6,41.30229965,NA,NA
"276","F2","McPc","CD","Both",8,"male",2.53,7.180899746,9.650282233,13.91482397,2.55,36.80362777,NA,NA
"277","F2","McPc","CD","Both",9,"male",2.47,7.185574408,13.636726,11.55028605,2.59,25.35352785,NA,NA
"278","F2","McPc","CD","Both",10,"male",2.29,7.20526736,11.91543762,17.21310504,2.39,33.64636638,NA,NA
"279","F2","McPc","CD","Both",11,"male",2.59,6.859896905,10.12253264,14.78317877,2.92,33.11812555,NA,NA
"280","F2","McPc","CD","Both",12,"male",2.67,8.806113509,5.651402831,24.6295535,2.61,38.19067062,NA,NA
"281","F2","McPc","CD","Both",13,"male",2.46,7.490114322,9.197054231,14.90415369,2.58,30.78733568,NA,NA
"282","F2","McPc","CD","Both",14,"male",2.75,9.103692707,11.40912781,18.08068241,2.62,49.30005214,NA,NA
"283","F2","McPc","CD","Both",15,"male",2.36,5.994601089,8.104879999,13.73420518,2.48,63.51091288,NA,NA
"284","F2","McPc","CD","Both",16,"male",2.45,7.251976302,9.503046933,21.80593839,2.57,37.16331794,NA,NA
"285","F2","McPc","CD","Both",17,"male",2.86,5.255915524,8.753837385,12.47033742,2.44,36.82506128,NA,NA
"286","F2","McPc","CD","Both",18,"male",2.45,7.195922975,8.459922914,13.04152863,2.6,34.93709366,NA,NA
"287","F2","McPc","CD","Both",19,"male",2.48,10.24484264,10.32786235,18.50090934,2.71,33.91908968,NA,NA
"288","F2","McPc","CD","Both",20,"male",2.53,5.271907216,9.976319734,10.7502886,2.51,26.54286902,NA,NA
"289","F2","McPc","CD","Both",21,"male",2.55,8.081680907,11.54974069,17.50350635,2.31,41.09045072,NA,NA
"290","F2","McPc","CD","Both",22,"male",2.61,4.797041458,11.89980483,14.43259939,2.61,52.15159093,NA,NA
"291","F2","McPc","CD","Both",23,"male",2.7,7.418568988,7.940070162,22.34405702,2.63,26.44646112,NA,NA
"292","F2","McPc","CD","Both",24,"male",2.59,5.367811172,9.458811952,11.53620788,2.57,35.52758713,NA,NA
"293","F2","MnPc","NSD","Maternal",1,"female",3.7,8.785555505,6.908417554,23.75391477,3.76,28.4331758,389,NA
"294","F2","MnPc","NSD","Maternal",2,"female",3.81,8.102345416,16.07267426,29.33511255,3.44,29.76484622,319,NA
"295","F2","MnPc","NSD","Maternal",3,"female",3.7,9.942102572,14.07814699,15.49826852,3.35,18.00298262,532,NA
"296","F2","MnPc","NSD","Maternal",4,"female",3.54,9.653780428,11.16241692,18.98184665,3.69,25.04853487,704,NA
"297","F2","MnPc","NSD","Maternal",5,"female",3.86,7.245208041,9.314603082,16.5044824,3.52,22.64745056,412,NA
"298","F2","MnPc","NSD","Maternal",6,"female",3.57,8.057132831,13.8997909,28.12154992,3.51,22.27119127,656,NA
"299","F2","MnPc","NSD","Maternal",7,"female",3.65,9.008152174,10.86848608,22.61865289,4.01,29.93644357,278,NA
"300","F2","MnPc","NSD","Maternal",8,"female",3.47,9.42746429,11.17656353,28.80275346,3.69,18.4382852,220,NA
"301","F2","MnPc","NSD","Maternal",9,"female",3.71,5.937270726,5.534461616,5.924549473,3.53,26.21366124,384,NA
"302","F2","MnPc","NSD","Maternal",10,"female",3.94,6.744059516,10.22229637,19.16300041,3.64,28.81750472,438,NA
"303","F2","MnPc","NSD","Maternal",11,"female",3.74,6.043850349,15.39272218,17.56791165,3.41,33.89003561,269,NA
"304","F2","MnPc","NSD","Maternal",12,"female",3.88,10.30335355,6.339756488,9.021271186,4,42.7081743,465,NA
"305","F2","MnPc","NSD","Maternal",13,"female",3.77,11.27531983,6.355277186,23.30192443,3.46,33.85416959,450,NA
"306","F2","MnPc","NSD","Maternal",14,"female",3.9,10.12396694,8.447066367,38.58737326,3.63,38.9008655,323,NA
"307","F2","MnPc","NSD","Maternal",15,"female",3.76,11.99634814,10.47146628,32.89111202,3.44,32.92506831,477,NA
"308","F2","MnPc","NSD","Maternal",16,"female",3.75,8.664946065,9.907764174,21.64663041,3.62,22.81476892,528,NA
"309","F2","MnPc","NSD","Maternal",17,"female",4.15,9.408706691,8.554626321,20.62318281,3.34,31.09833084,720,NA
"310","F2","MnPc","NSD","Maternal",18,"female",3.91,7.52473003,11.32689146,24.40904312,3.55,24.86881297,417,NA
"311","F2","MnPc","NSD","Maternal",19,"female",3.77,8.748605547,8.910723233,22.69350511,3.69,20.92777563,498,NA
"312","F2","MnPc","NSD","Maternal",20,"female",3.92,7.275374197,13.11427403,27.34456784,3.66,39.42508269,450,NA
"313","F2","MnPc","NSD","Maternal",21,"female",3.63,8.298969072,6.651523261,25.02589768,3.58,29.75287579,566,NA
"314","F2","MnPc","NSD","Maternal",22,"female",3.62,7.399485385,9.421854156,22.83010645,3.58,23.70713694,155,NA
"315","F2","MnPc","NSD","Maternal",23,"female",3.59,10.6029106,8.618278561,22.85369807,3.73,34.64578502,573,NA
"316","F2","MnPc","NSD","Maternal",24,"female",3.38,10.06289308,9.882032046,16.09905513,3.34,31.87990976,575,NA
"317","F2","MnPc","NSD","Maternal",25,"female",NA,NA,NA,NA,NA,NA,515,NA
"318","F2","McPn","NSD","Paternal",1,"female",3.39,8.242255991,9.548050573,17.24941897,3.36,28.05007944,267,NA
"319","F2","McPn","NSD","Paternal",2,"female",3.83,7.416330519,12.13361074,16.73806816,3.37,14.53838306,781,NA
"320","F2","McPn","NSD","Paternal",3,"female",3.83,9.292261374,10.51452129,21.60049375,3.24,26.01777394,375,NA
"321","F2","McPn","NSD","Paternal",4,"female",3.9,9.401412336,11.76285818,23.10246506,3.62,27.15662576,292,NA
"322","F2","McPn","NSD","Paternal",5,"female",3.56,7.878679273,7.955934481,8.421774513,3.49,28.25505848,282,NA
"323","F2","McPn","NSD","Paternal",6,"female",3.7,6.387357972,10.5051522,9.401347038,3.57,32.1115068,479,NA
"324","F2","McPn","NSD","Paternal",7,"female",3.69,6.06440603,6.221399813,9.836073401,3.01,27.45984454,352,NA
"325","F2","McPn","NSD","Paternal",8,"female",3.62,10.02360691,5.724275725,14.94468652,3.53,31.62101934,636,NA
"326","F2","McPn","NSD","Paternal",9,"female",3.92,8.8794926,10.79899964,15.58883382,3.53,26.38201458,328,NA
"327","F2","McPn","NSD","Paternal",10,"female",3.98,6.626682666,10.75545318,9.744016557,3.49,26.87050255,498,NA
"328","F2","McPn","NSD","Paternal",11,"female",3.94,8.146925503,14.31907201,12.68487029,3.63,27.21594602,245,NA
"329","F2","McPn","NSD","Paternal",12,"female",4.04,8.037820992,11.74494444,11.33113963,3.27,28.4083466,702,NA
"330","F2","McPn","NSD","Paternal",13,"female",3.52,7.972706954,9.280302594,29.35950781,3.6,25.09936564,425,NA
"331","F2","McPn","NSD","Paternal",14,"female",3.91,7.730649627,9.735000045,17.68423596,3.25,15.94655094,434,NA
"332","F2","McPn","NSD","Paternal",15,"female",3.91,9.372231433,9.439067715,19.64878338,3.8,34.65885992,277,NA
"333","F2","McPn","NSD","Paternal",16,"female",3.75,5.696202532,11.81079731,26.95644696,3.33,22.76428244,237,NA
"334","F2","McPn","NSD","Paternal",17,"female",4.14,9.641890229,9.28595906,16.28794964,3.9,29.68279705,488,NA
"335","F2","McPn","NSD","Paternal",18,"female",4.09,9.251559252,12.39584844,23.20792158,3.39,16.34596261,528,NA
"336","F2","McPn","NSD","Paternal",19,"female",3.71,7.946690727,7.991399232,24.08564241,3.11,28.30911467,310,NA
"337","F2","McPn","NSD","Paternal",20,"female",3.84,6.090460468,6.691202314,22.28729689,3.64,23.73292183,205,NA
"338","F2","McPn","NSD","Paternal",21,"female",3.95,10.90351462,7.467191043,27.71287517,3.58,24.56709532,630,NA
"339","F2","McPn","NSD","Paternal",22,"female",4.02,7.845188285,12.06190008,22.90134813,3.84,27.13656175,117,NA
"340","F2","McPn","NSD","Paternal",23,"female",3.67,10.4208991,10.03527219,22.24216629,3.61,21.56129266,486,NA
"341","F2","McPn","NSD","Paternal",24,"female",3.92,7.898147829,8.546608181,15.3680859,3.6,33.13850192,283,NA
"342","F2","McPn","NSD","Paternal",25,"female",NA,NA,NA,NA,NA,NA,215,NA
"343","F2","MnPn","NSD","Both",1,"female",3.73,7.355030997,9.22864838,8.364970572,3.1,23.87498797,605,NA
"344","F2","MnPn","NSD","Both",2,"female",3.89,8.230452675,10.4541169,20.61545803,3.63,23.54480406,609,NA
"345","F2","MnPn","NSD","Both",3,"female",3.73,6.184486373,16.4727783,18.20445016,3.56,32.15204223,160,NA
"346","F2","MnPn","NSD","Both",4,"female",3.67,6.780647049,21.00005102,17.53460197,3.46,24.55695498,526,NA
"347","F2","MnPn","NSD","Both",5,"female",3.99,9.89010989,16.02250502,23.72774673,3.35,21.91083375,397,NA
"348","F2","MnPn","NSD","Both",6,"female",3.79,7.575349662,10.16648919,8.777748006,3.49,16.67951147,616,NA
"349","F2","MnPn","NSD","Both",7,"female",3.67,8.760059013,9.810148871,17.26588707,3.76,27.47886524,327,NA
"350","F2","MnPn","NSD","Both",8,"female",3.59,7.126824295,11.20487211,14.73977451,3.56,39.10383514,430,NA
"351","F2","MnPn","NSD","Both",9,"female",3.46,8.850970795,12.03720457,18.79876547,3.35,18.68737039,236,NA
"352","F2","MnPn","NSD","Both",10,"female",3.82,8.319445429,11.86045205,21.50111598,3.65,26.32483775,205,NA
"353","F2","MnPn","NSD","Both",11,"female",3.58,8.87337145,11.87227061,11.4995671,3.43,15.490961,401,NA
"354","F2","MnPn","NSD","Both",12,"female",3.93,9.065438871,11.28974537,22.92415301,3.16,24.19785401,358,NA
"355","F2","MnPn","NSD","Both",13,"female",3.68,8.066770186,10.81655318,26.73312016,3.61,25.41832293,452,NA
"356","F2","MnPn","NSD","Both",14,"female",3.74,7.792592884,10.51459831,28.39589395,3.75,28.3235382,374,NA
"357","F2","MnPn","NSD","Both",15,"female",3.77,9.002872207,8.50392655,22.27809616,3.52,27.27263672,363,NA
"358","F2","MnPn","NSD","Both",16,"female",3.43,6.288556947,9.075789563,26.22662524,3.54,24.16621869,521,NA
"359","F2","MnPn","NSD","Both",17,"female",3.68,10.23902144,10.46125051,24.79863988,3.49,26.71612363,725,NA
"360","F2","MnPn","NSD","Both",18,"female",4.06,8.894432773,10.17348521,23.28229684,3.47,25.69294686,305,NA
"361","F2","MnPn","NSD","Both",19,"female",3.5,10.01978886,13.12229074,25.86136967,3.46,27.18841207,652,NA
"362","F2","MnPn","NSD","Both",20,"female",3.73,8.262711864,9.658205858,26.83722735,3.35,22.31703887,316,NA
"363","F2","MnPn","NSD","Both",21,"female",3.76,8.958333333,5.440905732,12.45618434,3.58,20.38832459,292,NA
"364","F2","MnPn","NSD","Both",22,"female",3.44,7.476482618,9.500560501,18.04201252,3.61,21.27922534,650,NA
"365","F2","MnPn","NSD","Both",23,"female",3.62,11.70242521,10.25763101,27.34396654,3.73,12.67186874,276,NA
"366","F2","MnPn","NSD","Both",24,"female",3.74,9.072850599,9.518111321,23.74578361,3.49,19.68080929,229,NA
"367","F2","MnPn","NSD","Both",25,"female",NA,NA,NA,NA,NA,NA,445,NA
"368","F2","McPc","CD","Both",1,"female",4.02,8.704883227,11.54413749,20.62200157,3.37,18.99841852,532,NA
"369","F2","McPc","CD","Both",2,"female",3.79,14.1350211,17.32248653,56.15667933,3.65,19.08040824,513,NA
"370","F2","McPc","CD","Both",3,"female",3.85,13.11336025,16.55647913,33.53978625,3.59,22.10726693,618,NA
"371","F2","McPc","CD","Both",4,"female",3.55,12.50919936,13.82874879,36.5304512,3.65,20.21544138,493,NA
"372","F2","McPc","CD","Both",5,"female",3.73,10.46599062,6.168568392,19.05191626,3.68,22.62570606,137,NA
"373","F2","McPc","CD","Both",6,"female",3.72,9.914901731,11.43938195,26.64192585,3.64,20.81376437,461,NA
"374","F2","McPc","CD","Both",7,"female",3.83,12.165475,10.12769897,25.88355632,3.67,20.31027976,417,NA
"375","F2","McPc","CD","Both",8,"female",3.59,11.33564245,15.84406909,20.70592283,3.67,27.32769685,459,NA
"376","F2","McPc","CD","Both",9,"female",3.76,11.56862922,15.40535038,33.48463071,3.43,31.58709437,222,NA
"377","F2","McPc","CD","Both",10,"female",3.73,10.73588399,14.14343097,21.39086813,3.37,24.43752505,299,NA
"378","F2","McPc","CD","Both",11,"female",3.65,7.110350933,14.17874835,36.14897107,3.85,28.17063815,392,NA
"379","F2","McPc","CD","Both",12,"female",3.35,13.0746404,10.65741692,33.97550121,3.41,26.72415097,686,NA
"380","F2","McPc","CD","Both",13,"female",3.33,12.62037843,14.43085532,34.34995932,3.68,24.48412435,146,NA
"381","F2","McPc","CD","Both",14,"female",3.88,9.803678473,9.257705013,21.25747284,3.7,31.02166097,589,NA
"382","F2","McPc","CD","Both",15,"female",3.85,14.72230577,13.52005373,40.26999403,3.42,24.73746956,245,NA
"383","F2","McPc","CD","Both",16,"female",3.09,7.456499466,6.738214251,20.36255089,3.56,23.57703499,452,NA
"384","F2","McPc","CD","Both",17,"female",3.73,10.19334929,10.58152176,27.17909969,3.45,23.14591047,355,NA
"385","F2","McPc","CD","Both",18,"female",3.79,8.653473115,13.25745112,13.68640292,3.72,30.45768582,289,NA
"386","F2","McPc","CD","Both",19,"female",3.84,12.8733697,13.00421598,39.03629981,3.43,35.13833062,900,NA
"387","F2","McPc","CD","Both",20,"female",3.85,8.765996025,11.21816779,25.89436597,3.57,26.66059648,334,NA
"388","F2","McPc","CD","Both",21,"female",3.05,11.61409121,12.10531562,26.09804433,3.39,15.94248165,502,NA
"389","F2","McPc","CD","Both",22,"female",3.83,8.671087853,15.79913526,29.40661644,3.88,24.98941844,449,NA
"390","F2","McPc","CD","Both",23,"female",3.43,11.97279828,11.82895763,22.86687991,3.38,21.62208712,218,NA
"391","F2","McPc","CD","Both",24,"female",3.72,9.574779106,8.728591315,23.84410542,3.55,26.70939858,188,NA
"392","F2","McPc","CD","Both",25,"female",NA,NA,NA,NA,NA,NA,319,NA
"393","F3","MnPc","NSD","Maternal",1,"male",2.55,12.68137514,6.475479969,18.11423685,2.28,16.77679139,NA,NA
"394","F3","MnPc","NSD","Maternal",2,"male",2.18,11.71294231,8.635894896,19.37538696,2.77,15.5317997,NA,NA
"395","F3","MnPc","NSD","Maternal",3,"male",2.52,10.64853453,10.08215295,18.32186696,2.98,29.81811255,NA,NA
"396","F3","MnPc","NSD","Maternal",4,"male",2.64,8.336939415,8.426009284,20.96149269,2.69,25.11262087,NA,NA
"397","F3","MnPc","NSD","Maternal",5,"male",2.61,8.944533262,10.75150945,16.96608351,2.64,24.8301101,NA,NA
"398","F3","MnPc","NSD","Maternal",6,"male",2.54,7.443675209,11.04741253,17.19919157,2.89,35.04172904,NA,NA
"399","F3","MnPc","NSD","Maternal",7,"male",2.62,7.73502305,9.069178001,16.64758167,2.1,28.90535483,NA,NA
"400","F3","MnPc","NSD","Maternal",8,"male",2.45,6.081534192,8.646318007,13.90202049,2.5,21.20018533,NA,NA
"401","F3","MnPc","NSD","Maternal",9,"male",2.67,7.234083437,12.85895337,17.66471484,2.45,24.3928026,NA,NA
"402","F3","MnPc","NSD","Maternal",10,"male",2.34,5.813089746,11.01303634,13.76867638,2.54,20.4873231,NA,NA
"403","F3","MnPc","NSD","Maternal",11,"male",2.42,8.017022417,11.54974566,16.50236817,2.61,31.57042083,NA,NA
"404","F3","MnPc","NSD","Maternal",12,"male",2.37,6.195432755,11.80710247,8.148024802,2.57,23.17223118,NA,NA
"405","F3","MnPc","NSD","Maternal",13,"male",2.79,6.626634276,20.50881704,14.58430544,2.65,26.2409037,NA,NA
"406","F3","MnPc","NSD","Maternal",14,"male",2.74,7.503531323,17.20115958,14.58325801,2.36,21.10928839,NA,NA
"407","F3","MnPc","NSD","Maternal",15,"male",2.42,7.952486529,27.52582836,9.631391067,2.59,23.65292267,NA,NA
"408","F3","MnPc","NSD","Maternal",16,"male",2.14,7.212396522,19.60804355,11.25794654,2.94,23.65634358,NA,NA
"409","F3","MnPc","NSD","Maternal",17,"male",2.42,7.426956645,16.23490502,11.12285149,2.63,28.66075753,NA,NA
"410","F3","MnPc","NSD","Maternal",18,"male",2.34,6.648793028,14.44253824,11.12977072,2.5,28.52079074,NA,NA
"411","F3","MnPc","NSD","Maternal",19,"male",2.46,7.856739759,17.35395073,8.547889748,2.53,28.30520436,NA,NA
"412","F3","MnPc","NSD","Maternal",20,"male",2.55,6.608504989,17.5636506,7.764771137,2.27,25.45243421,NA,NA
"413","F3","MnPc","NSD","Maternal",21,"male",2.56,7.766165612,20.04345641,15.24154493,2.43,27.55775487,NA,NA
"414","F3","MnPc","NSD","Maternal",22,"male",2.42,7.262864311,17.25722935,9.06653501,2.42,23.81178935,NA,NA
"415","F3","MnPc","NSD","Maternal",23,"male",2.51,8.027265723,20.61743082,14.40829183,2.42,26.84401092,NA,NA
"416","F3","MnPc","NSD","Maternal",24,"male",2.73,8.4355334,17.72706375,15.51971183,2.52,20.52743254,NA,NA
"417","F3","MnPc","NSD","Maternal",25,"male",2.31,6.525403226,12.23264699,5.785202835,2.13,20.31981748,NA,NA
"418","F3","MnPc","NSD","Maternal",26,"male",2.59,7.171717172,17.13135905,19.34144174,2.53,26.30204395,NA,NA
"419","F3","MnPc","NSD","Maternal",27,"male",2.55,8.712705761,10.45405381,11.97927392,2.8,28.98268373,NA,NA
"420","F3","MnPc","NSD","Maternal",28,"male",2.44,7.520965626,13.79820582,16.13894347,2.32,12.18271273,NA,NA
"421","F3","MnPc","NSD","Maternal",29,"male",2.58,8.947108897,10.96276282,12.90843282,2.44,19.12832976,NA,NA
"422","F3","MnPc","NSD","Maternal",30,"male",2.75,9.108196721,11.9742424,15.79338469,2.82,17.59726195,NA,NA
"423","F3","McPn","NSD","Paternal",1,"male",2.33,7.272984194,12.84749532,23.19549943,2.38,18.28318727,NA,NA
"424","F3","McPn","NSD","Paternal",2,"male",2.46,7.400704475,6.734597442,14.18288065,2.45,29.32438696,NA,NA
"425","F3","McPn","NSD","Paternal",3,"male",2.55,7.420468732,10.23406382,13.20904443,2.57,26.6512232,NA,NA
"426","F3","McPn","NSD","Paternal",4,"male",2.45,6.369252538,10.97846536,14.33657144,2.75,21.59641778,NA,NA
"427","F3","McPn","NSD","Paternal",5,"male",2.52,8.37953629,10.17306989,16.34156761,2.48,20.78243714,NA,NA
"428","F3","McPn","NSD","Paternal",6,"male",2.66,8.301536412,10.76006187,9.709005765,2.49,23.32415077,NA,NA
"429","F3","McPn","NSD","Paternal",7,"male",2.7,4.555981363,12.03865643,6.608671821,2.38,26.87012161,NA,NA
"430","F3","McPn","NSD","Paternal",8,"male",2.64,5.618000107,8.947941058,19.80473979,2.63,8.390775027,NA,NA
"431","F3","McPn","NSD","Paternal",9,"male",2.54,8.670834998,11.1843241,27.18400931,2.42,21.82750632,NA,NA
"432","F3","McPn","NSD","Paternal",10,"male",2.44,7.848205993,6.843981265,10.59475106,2.62,23.98467983,NA,NA
"433","F3","McPn","NSD","Paternal",11,"male",2.95,8.068363294,9.039995099,24.82458097,2.71,23.58595191,NA,NA
"434","F3","McPn","NSD","Paternal",12,"male",2.68,6.283389395,15.40194988,22.97394413,2.51,19.13260962,NA,NA
"435","F3","McPn","NSD","Paternal",13,"male",2.51,7.979517522,23.56915848,23.5238339,2.59,13.54221501,NA,NA
"436","F3","McPn","NSD","Paternal",14,"male",2.52,7.601331026,16.49434761,10.74305431,2.7,12.37151932,NA,NA
"437","F3","McPn","NSD","Paternal",15,"male",2.39,9.550985098,25.35988078,14.95651959,3,44.22793601,NA,NA
"438","F3","McPn","NSD","Paternal",16,"male",2.55,6.822683299,15.89066336,12.83158768,2.36,33.83567758,NA,NA
"439","F3","McPn","NSD","Paternal",17,"male",2.63,7.907495316,20.16107484,7.252693787,2.32,18.93210535,NA,NA
"440","F3","McPn","NSD","Paternal",18,"male",2.82,8.943120118,17.16546431,7.812502208,2.39,32.39639583,NA,NA
"441","F3","McPn","NSD","Paternal",19,"male",2.62,6.49554922,19.03344225,8.360713747,2.73,19.37257426,NA,NA
"442","F3","McPn","NSD","Paternal",20,"male",2.54,6.754184561,16.66625538,12.2003622,2.33,13.06153648,NA,NA
"443","F3","McPn","NSD","Paternal",21,"male",2.71,8.291469794,19.61836309,9.125023027,2.55,20.0891053,NA,NA
"444","F3","McPn","NSD","Paternal",22,"male",2.47,6.6554342,16.26498235,12.68394064,2.65,30.47846193,NA,NA
"445","F3","McPn","NSD","Paternal",23,"male",2.38,9.073809339,17.30629819,14.42229804,2.53,28.91970413,NA,NA
"446","F3","McPn","NSD","Paternal",24,"male",2.53,8.170998595,17.02676315,10.79646872,2.59,31.25081506,NA,NA
"447","F3","McPn","NSD","Paternal",25,"male",2.52,5.242604382,10.79398373,13.09111945,2.46,25.67710298,NA,NA
"448","F3","McPn","NSD","Paternal",26,"male",2.65,8.984317024,13.08153219,12.44607727,2.53,23.01012811,NA,NA
"449","F3","McPn","NSD","Paternal",27,"male",2.35,10.00776441,6.146825307,10.12130213,2.35,45.18172156,NA,NA
"450","F3","McPn","NSD","Paternal",28,"male",2.55,5.89371362,15.82141834,13.82131644,2.48,40.50370973,NA,NA
"451","F3","McPn","NSD","Paternal",29,"male",2.45,6.163273802,11.80022121,9.649398375,2.62,24.09930576,NA,NA
"452","F3","McPn","NSD","Paternal",30,"male",2.36,6.254837264,9.565146019,7.30806448,2.66,44.1744144,NA,NA
"453","F3","MnPn","NSD","Both",1,"male",2.55,13.429394,6.59109619,0.680621143,2.51,20.5131405,NA,NA
"454","F3","MnPn","NSD","Both",2,"male",2.74,7.345679108,10.92387102,10.34570541,2.52,34.83971391,NA,NA
