"","Generation","Crosses","Treatment","Exposure","Sample","Sex","Sugar.Weight","Glucose","Trehalose","Glycogen","Fat.Weight","TAG","Fitness"
"267","F2","MnPn","NSD","Both",18,"male",2.74,11.11,13.45,19.48,2.48,31.77934996,NA
"268","F2","MnPn","NSD","Both",19,"male",2.4,8.48,19.54,19.51,2.43,53.11365417,NA
"269","F2","MnPn","NSD","Both",20,"male",2.5,10.14,12.43,9.82,2.36,40.40545679,NA
"270","F2","MnPn","NSD","Both",21,"male",2.65,9,9.52,5.885,2.67,70.68362015,NA
"271","F2","MnPn","NSD","Both",22,"male",2.39,7.6,12.8,8.635,2.51,38.62456748,NA
"272","F2","MnPn","NSD","Both",23,"male",2.47,9.64,15.35,13.815,2.77,25.98743662,NA
"273","F2","MnPn","NSD","Both",24,"male",2.66,9.13,15.01,13.98,2.51,53.58964894,NA
"274","F2","MnPn","NSD","Both",25,"male",NA,NA,NA,NA,NA,NA,NA
"275","F2","McPc","CD","Both",1,"male",2.45,8.1,11.04,10.535,2.26,20.91780469,NA
"276","F2","McPc","CD","Both",2,"male",2.64,13.54,17.95,29.225,2.77,38.61262767,NA
"277","F2","McPc","CD","Both",3,"male",2.63,12.51,16.99,17.74,2.51,27.20009741,NA
"278","F2","McPc","CD","Both",4,"male",2.52,11.91,14.03,19.135,2.77,31.8341472,NA
"279","F2","McPc","CD","Both",5,"male",2.63,9.87,5.66,10.05,2.79,55.06462132,NA
"280","F2","McPc","CD","Both",6,"male",2.57,9.31,11.12,13.75,2.56,30.37219429,NA
"281","F2","McPc","CD","Both",7,"male",2.49,11.57,10.08,13.755,2.6,41.30229965,NA
"282","F2","McPc","CD","Both",8,"male",2.53,10.74,15.96,11.025,2.55,36.80362777,NA
"283","F2","McPc","CD","Both",9,"male",2.47,10.97,15.54,17.45,2.59,25.35352785,NA
"284","F2","McPc","CD","Both",10,"male",2.29,10.14,14.08,11.265,2.39,33.64636638,NA
"285","F2","McPc","CD","Both",11,"male",2.59,6.51,13.56,18.025,2.92,33.11812555,NA
"286","F2","McPc","CD","Both",12,"male",2.67,12.47,10.78,17.955,2.61,38.19067062,NA
"287","F2","McPc","CD","Both",13,"male",2.46,12.37,16.58,19.195,2.58,30.78733568,NA
"288","F2","McPc","CD","Both",14,"male",2.75,9.47,10.83,12.12,2.62,49.30005214,NA
"289","F2","McPc","CD","Both",15,"male",2.36,14.54,16.1,22.545,2.48,63.51091288,NA
"290","F2","McPc","CD","Both",16,"male",2.45,7.06,7.83,11.23,2.57,37.16331794,NA
"291","F2","McPc","CD","Both",17,"male",2.86,9.88,12.23,15.155,2.44,36.82506128,NA
"292","F2","McPc","CD","Both",18,"male",2.45,8.29,14.6,8.12,2.6,34.93709366,NA
"293","F2","McPc","CD","Both",19,"male",2.48,12.63,15.21,21.585,2.71,33.91908968,NA
"294","F2","McPc","CD","Both",20,"male",2.53,8.41,12.58,14.245,2.51,26.54286902,NA
"295","F2","McPc","CD","Both",21,"male",2.55,11.34,14.05,14.88,2.31,41.09045072,NA
"296","F2","McPc","CD","Both",22,"male",2.61,8.31,17.14,15.98,2.61,52.15159093,NA
"297","F2","McPc","CD","Both",23,"male",2.7,11.71,13.85,13.33,2.63,26.44646112,NA
"298","F2","McPc","CD","Both",24,"male",2.59,9.24,10.26,13.37,2.57,35.52758713,NA
"299","F2","McPc","CD","Both",25,"male",NA,NA,NA,NA,NA,NA,NA
"300","F2","MnPc","NSD","Maternal",1,"female",3.7,8.19,6.18,24.23,3.76,28.4331758,389
"301","F2","MnPc","NSD","Maternal",2,"female",3.81,7.5,15.71,29.58,3.44,29.76484622,319
"302","F2","MnPc","NSD","Maternal",3,"female",3.7,9.34,13.89,16.37,3.35,18.00298262,532
"303","F2","MnPc","NSD","Maternal",4,"female",3.54,9.05,10.78,19.75,3.69,25.04853487,704
"304","F2","MnPc","NSD","Maternal",5,"female",3.86,6.65,8.47,16.46,3.52,22.64745056,412
"305","F2","MnPc","NSD","Maternal",6,"female",3.57,7.46,13.42,28.35,3.51,22.27119127,656
"306","F2","MnPc","NSD","Maternal",7,"female",3.65,8.41,10.38,23.17,4.01,29.93644357,278
"307","F2","MnPc","NSD","Maternal",8,"female",3.47,8.83,10.76,29.5,3.69,18.4382852,220
"308","F2","MnPc","NSD","Maternal",9,"female",3.71,5.34,4.3,5.43,3.53,26.21366124,384
"309","F2","MnPc","NSD","Maternal",10,"female",3.94,6.14,9.35,18.94,3.64,28.81750472,438
"310","F2","MnPc","NSD","Maternal",11,"female",3.74,5.44,14.68,17.11,3.41,33.89003561,269
"311","F2","MnPc","NSD","Maternal",12,"female",3.88,9.7,5.81,10.01,4,42.7081743,465
"312","F2","MnPc","NSD","Maternal",13,"female",3.77,10.99,8.23,26.83,3.46,33.85416959,450
"313","F2","MnPc","NSD","Maternal",14,"female",3.9,9.8,10.09,41.69,3.63,38.9008655,323
"314","F2","MnPc","NSD","Maternal",15,"female",3.76,11.73,12.49,36.69,3.44,32.92506831,477
"315","F2","MnPc","NSD","Maternal",16,"female",3.75,8.3,11.25,24.2,3.62,22.81476892,528
"316","F2","MnPc","NSD","Maternal",17,"female",4.15,9.07,10.05,23.46,3.34,31.09833084,720
"317","F2","MnPc","NSD","Maternal",18,"female",3.91,7.13,12.43,26.53,3.55,24.86881297,417
"318","F2","MnPc","NSD","Maternal",19,"female",3.77,8.39,10.27,25.28,3.69,20.92777563,498
"319","F2","MnPc","NSD","Maternal",20,"female",3.92,6.87,14.17,29.38,3.66,39.42508269,450
"320","F2","MnPc","NSD","Maternal",21,"female",3.63,7.93,7.92,27.44,3.58,29.75287579,566
"321","F2","MnPc","NSD","Maternal",22,"female",3.62,7,10.5,24.91,3.58,23.70713694,155
"322","F2","MnPc","NSD","Maternal",23,"female",3.59,10.3,10.36,26.13,3.73,34.64578502,573
"323","F2","MnPc","NSD","Maternal",24,"female",3.38,9.74,11.51,19.18,3.34,31.87990976,575
"324","F2","MnPc","NSD","Maternal",25,"female",NA,NA,NA,NA,NA,NA,515
"325","F2","McPn","NSD","Paternal",1,"female",3.39,7.64,8.87,17.54,3.36,28.05007944,267
"326","F2","McPn","NSD","Paternal",2,"female",3.83,6.82,11.46,16.75,3.37,14.53838306,781
"327","F2","McPn","NSD","Paternal",3,"female",3.83,8.69,10.05,22.25,3.24,26.01777394,375
"328","F2","McPn","NSD","Paternal",4,"female",3.9,8.8,11.38,23.79,3.62,27.15662576,292
"329","F2","McPn","NSD","Paternal",5,"female",3.56,7.28,7.14,8.59,3.49,28.25505848,282
"330","F2","McPn","NSD","Paternal",6,"female",3.7,5.79,9.59,9.06,3.57,32.1115068,479
"331","F2","McPn","NSD","Paternal",7,"female",3.69,5.46,5.04,9.39,3.01,27.45984454,352
"332","F2","McPn","NSD","Paternal",8,"female",3.62,9.42,5.12,15.84,3.53,31.62101934,636
"333","F2","McPn","NSD","Paternal",9,"female",3.92,8.28,10.28,16.1,3.53,26.38201458,328
"334","F2","McPn","NSD","Paternal",10,"female",3.98,6.03,9.89,9.49,3.49,26.87050255,498
"335","F2","McPn","NSD","Paternal",11,"female",3.94,7.55,13.87,12.94,3.63,27.21594602,245
"336","F2","McPn","NSD","Paternal",12,"female",4.04,7.44,11.15,11.55,3.27,28.4083466,702
"337","F2","McPn","NSD","Paternal",13,"female",3.52,7.59,10.48,31.65,3.6,25.09936564,425
"338","F2","McPn","NSD","Paternal",14,"female",3.91,7.34,10.88,19.89,3.25,15.94655094,434
"339","F2","McPn","NSD","Paternal",15,"female",3.91,9.03,10.92,22.47,3.8,34.65885992,277
"340","F2","McPn","NSD","Paternal",16,"female",3.75,5.25,12.54,28.4,3.33,22.76428244,237
"341","F2","McPn","NSD","Paternal",17,"female",4.14,9.31,10.83,19.21,3.9,29.68279705,488
"342","F2","McPn","NSD","Paternal",18,"female",4.09,8.91,13.86,25.98,3.39,16.34596261,528
"343","F2","McPn","NSD","Paternal",19,"female",3.71,7.56,9.19,26.37,3.11,28.30911467,310
"344","F2","McPn","NSD","Paternal",20,"female",3.84,5.65,7.51,23.87,3.64,23.73292183,205
"345","F2","McPn","NSD","Paternal",21,"female",3.95,10.61,9.27,31.11,3.58,24.56709532,630
"346","F2","McPn","NSD","Paternal",22,"female",4.02,7.46,13.23,25.15,3.84,27.13656175,117
"347","F2","McPn","NSD","Paternal",23,"female",3.67,10.11,11.74,25.45,3.61,21.56129266,486
"348","F2","McPn","NSD","Paternal",24,"female",3.92,7.51,9.73,17.63,3.6,33.13850192,283
"349","F2","McPn","NSD","Paternal",25,"female",NA,NA,NA,NA,NA,NA,215
"350","F2","MnPn","NSD","Both",1,"female",3.73,6.76,8.4,8.35,3.1,23.87498797,605
"351","F2","MnPn","NSD","Both",2,"female",3.89,7.63,9.82,20.9,3.63,23.54480406,609
"352","F2","MnPn","NSD","Both",3,"female",3.73,5.58,15.83,17.8,3.56,32.15204223,160
"353","F2","MnPn","NSD","Both",4,"female",3.67,6.18,20.68,17.33,3.46,24.55695498,526
"354","F2","MnPn","NSD","Both",5,"female",3.99,9.29,15.93,24.58,3.35,21.91083375,397
"355","F2","MnPn","NSD","Both",6,"female",3.79,6.98,9.42,8.84,3.49,16.67951147,616
"356","F2","MnPn","NSD","Both",7,"female",3.67,8.16,9.23,17.73,3.76,27.47886524,327
"357","F2","MnPn","NSD","Both",8,"female",3.59,6.53,10.44,14.65,3.56,39.10383514,430
"358","F2","MnPn","NSD","Both",9,"female",3.46,8.25,11.58,19.3,3.35,18.68737039,236
"359","F2","MnPn","NSD","Both",10,"female",3.82,7.72,11.31,21.82,3.65,26.32483775,205
"360","F2","MnPn","NSD","Both",11,"female",3.58,8.27,11.41,12,3.43,15.490961,401
"361","F2","MnPn","NSD","Both",12,"female",3.93,8.47,10.83,23.49,3.16,24.19785401,358
"362","F2","MnPn","NSD","Both",13,"female",3.68,7.69,12.03,29.06,3.61,25.41832293,452
"363","F2","MnPn","NSD","Both",14,"female",3.74,7.4,11.68,30.62,3.75,28.3235382,374
"364","F2","MnPn","NSD","Both",15,"female",3.77,8.65,9.91,24.96,3.52,27.27263672,363
"365","F2","MnPn","NSD","Both",16,"female",3.43,5.86,9.93,27.89,3.54,24.16621869,521
"366","F2","MnPn","NSD","Both",17,"female",3.68,9.92,12.12,27.94,3.49,26.71612363,725
"367","F2","MnPn","NSD","Both",18,"female",4.06,8.54,11.56,25.92,3.47,25.69294686,305
"368","F2","MnPn","NSD","Both",19,"female",3.5,9.7,14.74,28.92,3.46,27.18841207,652
"369","F2","MnPn","NSD","Both",20,"female",3.73,7.89,10.92,29.24,3.35,22.31703887,316
"370","F2","MnPn","NSD","Both",21,"female",3.76,8.6,6.84,15.12,3.58,20.38832459,292
"371","F2","MnPn","NSD","Both",22,"female",3.44,7.08,10.6,20.15,3.61,21.27922534,650
"372","F2","MnPn","NSD","Both",23,"female",3.62,11.43,12.22,31.04,3.73,12.67186874,276
"373","F2","MnPn","NSD","Both",24,"female",3.74,8.72,10.94,26.45,3.49,19.68080929,229
"374","F2","MnPn","NSD","Both",25,"female",NA,NA,NA,NA,NA,NA,445
"375","F2","McPc","CD","Both",1,"female",4.02,7.27,10.43,18.18,3.37,18.99841852,532
"376","F2","McPc","CD","Both",2,"female",3.79,7.3,13.71,10.16,3.65,19.08040824,513
"377","F2","McPc","CD","Both",3,"female",3.85,8.06,14.39,17.97,3.59,22.10726693,618
"378","F2","McPc","CD","Both",4,"female",3.55,7.57,12.13,12.66,3.65,20.21544138,493
"379","F2","McPc","CD","Both",5,"female",3.73,8.55,16.43,21.32,3.68,22.62570606,137
"380","F2","McPc","CD","Both",6,"female",3.72,7.33,14.96,23.2,3.64,20.81376437,461
"381","F2","McPc","CD","Both",7,"female",3.83,8.92,11.05,23.45,3.67,20.31027976,417
"382","F2","McPc","CD","Both",8,"female",3.59,6.53,9.98,14.57,3.67,27.32769685,459
"383","F2","McPc","CD","Both",9,"female",3.76,6.53,13.88,12.2,3.43,31.58709437,222
"384","F2","McPc","CD","Both",10,"female",3.73,6.55,12.2,17.87,3.37,24.43752505,299
"385","F2","McPc","CD","Both",11,"female",3.65,6.2,10.38,15.32,3.85,28.17063815,392
"386","F2","McPc","CD","Both",12,"female",3.35,8.2,6.38,25.85,3.41,26.72415097,686
"387","F2","McPc","CD","Both",13,"female",3.33,7.06,10.04,17.1,3.68,24.48412435,146
"388","F2","McPc","CD","Both",14,"female",3.88,8.68,12.52,20.84,3.7,31.02166097,589
"389","F2","McPc","CD","Both",15,"female",3.85,5.57,8.7,15.4,3.42,24.73746956,245
"390","F2","McPc","CD","Both",16,"female",3.09,6.82,10.31,23.91,3.56,23.57703499,452
"391","F2","McPc","CD","Both",17,"female",3.73,4.83,9.23,13.88,3.45,23.14591047,355
"392","F2","McPc","CD","Both",18,"female",3.79,6.77,9.25,15.13,3.72,30.45768582,289
"393","F2","McPc","CD","Both",19,"female",3.84,9.82,11.63,21.66,3.43,35.13833062,900
"394","F2","McPc","CD","Both",20,"female",3.85,4.84,10.45,12.16,3.57,26.66059648,334
"395","F2","McPc","CD","Both",21,"female",3.05,7.65,12.49,19.9,3.39,15.94248165,502
"396","F2","McPc","CD","Both",22,"female",3.83,4.37,12.29,15.68,3.88,24.98941844,449
"397","F2","McPc","CD","Both",23,"female",3.43,6.99,8.77,24.51,3.38,21.62208712,218
"398","F2","McPc","CD","Both",24,"female",3.72,4.94,9.95,12.98,3.55,26.70939858,188
"399","F2","McPc","CD","Both",25,"female",NA,NA,NA,NA,NA,NA,319
"400","F3","MnPc","NSD","Maternal",1,"male",2.55,14.33,4.7,17.56,2.28,16.77679139,NA
"401","F3","MnPc","NSD","Maternal",2,"male",2.18,11.16,8.68,20.24,2.77,15.5317997,NA
"402","F3","MnPc","NSD","Maternal",3,"male",2.52,10.12,9.97,18.86,2.98,29.81811255,NA
"403","F3","MnPc","NSD","Maternal",4,"male",2.64,7.87,8.09,20.88,2.69,25.11262087,NA
"404","F3","MnPc","NSD","Maternal",5,"male",2.61,8.46,10.43,16.99,2.64,24.8301101,NA
"405","F3","MnPc","NSD","Maternal",6,"male",2.54,7,10.55,16.79,2.89,35.04172904,NA
"406","F3","MnPc","NSD","Maternal",7,"male",2.62,7.28,8.65,16.31,2.1,28.90535483,NA
"407","F3","MnPc","NSD","Maternal",8,"male",2.45,5.67,8.05,13.04,2.5,21.20018533,NA
"408","F3","MnPc","NSD","Maternal",9,"male",2.67,6.79,12.3,17.21,2.45,24.3928026,NA
"409","F3","MnPc","NSD","Maternal",10,"male",2.34,5.41,10.33,12.83,2.54,20.4873231,NA
"410","F3","MnPc","NSD","Maternal",11,"male",2.42,7.56,11.11,16.25,2.61,31.57042083,NA
"411","F3","MnPc","NSD","Maternal",12,"male",2.37,5.78,11.15,7.21,2.57,23.17223118,NA
"412","F3","MnPc","NSD","Maternal",13,"male",2.79,6.29,20.55,17.14,2.65,26.2409037,NA
"413","F3","MnPc","NSD","Maternal",14,"male",2.74,7.19,17.15,17.5,2.36,21.10928839,NA
"414","F3","MnPc","NSD","Maternal",15,"male",2.42,7.65,27.76,12.73,2.59,23.65292267,NA
"415","F3","MnPc","NSD","Maternal",16,"male",2.14,6.89,19.62,14.05,2.94,23.65634358,NA
"416","F3","MnPc","NSD","Maternal",17,"male",2.42,7.11,16.16,14.01,2.63,28.66075753,NA
"417","F3","MnPc","NSD","Maternal",18,"male",2.34,6.31,14.32,13.69,2.5,28.52079074,NA
"418","F3","MnPc","NSD","Maternal",19,"male",2.46,7.56,17.31,11.61,2.53,28.30520436,NA
"419","F3","MnPc","NSD","Maternal",20,"male",2.55,6.27,17.52,10.31,2.27,25.45243421,NA
"420","F3","MnPc","NSD","Maternal",21,"male",2.56,7.46,20.07,18.27,2.43,27.55775487,NA
"421","F3","MnPc","NSD","Maternal",22,"male",2.42,6.95,17.21,11.88,2.42,23.81178935,NA
"422","F3","MnPc","NSD","Maternal",23,"male",2.51,7.73,20.66,17.54,2.42,26.84401092,NA
"423","F3","MnPc","NSD","Maternal",24,"male",2.73,8.15,17.69,18.82,2.52,20.52743254,NA
"424","F3","MnPc","NSD","Maternal",25,"male",2.31,6.04,12.8,4.46,2.13,20.31981748,NA
"425","F3","MnPc","NSD","Maternal",26,"male",2.59,6.69,17.76,18,2.53,26.30204395,NA
"426","F3","MnPc","NSD","Maternal",27,"male",2.55,8.23,11.25,11.32,2.8,28.98268373,NA
"427","F3","MnPc","NSD","Maternal",28,"male",2.44,7.04,14.47,14.98,2.32,12.18271273,NA
"428","F3","MnPc","NSD","Maternal",29,"male",2.58,8.46,11.78,12.32,2.44,19.12832976,NA
"429","F3","MnPc","NSD","Maternal",30,"male",2.75,8.62,12.81,15.21,2.82,17.59726195,NA
"430","F3","McPn","NSD","Paternal",1,"male",2.33,6.83,12.29,22.85,2.38,18.28318727,NA
"431","F3","McPn","NSD","Paternal",2,"male",2.46,6.95,6.33,13.71,2.45,29.32438696,NA
"432","F3","McPn","NSD","Paternal",3,"male",2.55,6.97,9.75,12.72,2.57,26.6512232,NA
"433","F3","McPn","NSD","Paternal",4,"male",2.45,5.95,10.36,13.56,2.75,21.59641778,NA
"434","F3","McPn","NSD","Paternal",5,"male",2.52,7.91,9.8,16.19,2.48,20.78243714,NA
"435","F3","McPn","NSD","Paternal",6,"male",2.66,7.83,10.37,9.41,2.49,23.32415077,NA
"436","F3","McPn","NSD","Paternal",7,"male",2.7,4.18,11.19,5.17,2.38,26.87012161,NA
"437","F3","McPn","NSD","Paternal",8,"male",2.64,5.22,8.29,18.92,2.63,8.390775027,NA
"438","F3","McPn","NSD","Paternal",9,"male",2.54,8.19,10.82,27.32,2.42,21.82750632,NA
"439","F3","McPn","NSD","Paternal",10,"male",2.44,7.39,6.49,10.18,2.62,23.98467983,NA
"440","F3","McPn","NSD","Paternal",11,"male",2.95,7.61,8.66,24.74,2.71,23.58595191,NA
"441","F3","McPn","NSD","Paternal",12,"male",2.68,5.87,14.68,22.34,2.51,19.13260962,NA
"442","F3","McPn","NSD","Paternal",13,"male",2.51,7.68,23.69,26.64,2.59,13.54221501,NA
"443","F3","McPn","NSD","Paternal",14,"male",2.52,7.29,16.43,13.7,2.7,12.37151932,NA
"444","F3","McPn","NSD","Paternal",15,"male",2.39,9.3,25.53,18.72,3,44.22793601,NA
"445","F3","McPn","NSD","Paternal",16,"male",2.55,6.49,15.81,15.47,2.36,33.83567758,NA
"446","F3","McPn","NSD","Paternal",17,"male",2.63,7.61,20.19,10.34,2.32,18.93210535,NA
"447","F3","McPn","NSD","Paternal",18,"male",2.82,8.67,17.12,11.33,2.39,32.39639583,NA
"448","F3","McPn","NSD","Paternal",19,"male",2.62,6.16,19.03,10.86,2.73,19.37257426,NA
"449","F3","McPn","NSD","Paternal",20,"male",2.54,6.42,16.6,14.81,2.33,13.06153648,NA
"450","F3","McPn","NSD","Paternal",21,"male",2.71,8,19.64,12.37,2.55,20.0891053,NA
"451","F3","McPn","NSD","Paternal",22,"male",2.47,6.32,16.19,15.25,2.65,30.47846193,NA
"452","F3","McPn","NSD","Paternal",23,"male",2.38,8.81,17.26,17.99,2.53,28.91970413,NA
"453","F3","McPn","NSD","Paternal",24,"male",2.53,7.88,16.97,13.99,2.59,31.25081506,NA
"454","F3","McPn","NSD","Paternal",25,"male",2.52,4.76,11.23,11.18,2.46,25.67710298,NA
"455","F3","McPn","NSD","Paternal",26,"male",2.65,8.5,13.9,11.88,2.53,23.01012811,NA
"456","F3","McPn","NSD","Paternal",27,"male",2.35,9.52,7.07,9.96,2.35,45.18172156,NA
"457","F3","McPn","NSD","Paternal",28,"male",2.55,5.41,16.32,12.13,2.48,40.50370973,NA
"458","F3","McPn","NSD","Paternal",29,"male",2.45,5.68,12.33,8.12,2.62,24.09930576,NA
"459","F3","McPn","NSD","Paternal",30,"male",2.36,5.77,10.1,5.86,2.66,44.1744144,NA
"460","F3","MnPn","NSD","Both",1,"male",2.55,12.83,6.88,1.68,2.51,20.5131405,NA
"461","F3","MnPn","NSD","Both",2,"male",2.74,6.9,10.42,9.78,2.52,34.83971391,NA
"462","F3","MnPn","NSD","Both",3,"male",2.66,8.3,9.41,13.73,2.48,25.32813948,NA
"463","F3","MnPn","NSD","Both",4,"male",2.6,5.41,15.11,9.7,2.47,17.69049575,NA
"464","F3","MnPn","NSD","Both",5,"male",2.48,7.1,10.67,12.27,2.43,18.12007828,NA
"465","F3","MnPn","NSD","Both",6,"male",2.52,5.36,8.49,16.62,2.57,18.98343959,NA
"466","F3","MnPn","NSD","Both",7,"male",2.55,7.89,10.37,15.76,2.42,28.97806145,NA
"467","F3","MnPn","NSD","Both",8,"male",2.37,5.82,7.67,12.65,2.4,29.75906488,NA
"468","F3","MnPn","NSD","Both",9,"male",2.64,6.46,11.79,14.73,2.58,25.78755832,NA
"469","F3","MnPn","NSD","Both",10,"male",2.72,5.46,9.3,6.63,2.32,27.68092579,NA
"470","F3","MnPn","NSD","Both",11,"male",2.34,7.36,8.92,13.7,2.51,33.54913245,NA
"471","F3","MnPn","NSD","Both",12,"male",2.6,7.48,10.54,14.72,2.66,19.41728597,NA
"472","F3","MnPn","NSD","Both",13,"male",2.75,6.95,19.91,21.64,2.93,35.09014317,NA
"473","F3","MnPn","NSD","Both",14,"male",2.54,7.98,17.88,11.61,2.58,30.22924985,NA
"474","F3","MnPn","NSD","Both",15,"male",2.51,8.09,23.22,9.91,2.58,15.65753032,NA
"475","F3","MnPn","NSD","Both",16,"male",2.74,5.76,17.14,14.07,2.16,26.12396398,NA
"476","F3","MnPn","NSD","Both",17,"male",2.33,8.2,19.29,7.75,2.47,21.26157561,NA
"477","F3","MnPn","NSD","Both",18,"male",2.61,7.74,16.09,10.36,2.61,33.46030106,NA
"478","F3","MnPn","NSD","Both",19,"male",2.42,7.44,19.64,16.06,2.51,37.88906892,NA
"479","F3","MnPn","NSD","Both",20,"male",2.63,7.18,22.25,17.24,2.34,87.23852439,NA
"480","F3","MnPn","NSD","Both",21,"male",2.56,7.38,22.92,19.9,2.33,11.22248637,NA
"481","F3","MnPn","NSD","Both",22,"male",2.5,6.78,33.74,25.83,2.38,24.73660431,NA
"482","F3","MnPn","NSD","Both",23,"male",2.74,8.26,20.11,21.47,2.28,10.90479409,NA
"483","F3","MnPn","NSD","Both",24,"male",2.51,7.1,14.95,16.32,2.45,14.53084052,NA
"484","F3","MnPn","NSD","Both",25,"male",2.35,6.01,9.38,6.1,2.55,17.58376873,NA
"485","F3","MnPn","NSD","Both",26,"male",2.63,6.09,15.62,17.89,2.45,11.77942653,NA
"486","F3","MnPn","NSD","Both",27,"male",2.47,7.88,9.8,8.78,2.49,14.92478229,NA
"487","F3","MnPn","NSD","Both",28,"male",2.55,7.76,10.23,7.15,2.42,20.63562544,NA
"488","F3","MnPn","NSD","Both",29,"male",2.4,7.97,11.94,13.02,2.51,21.56580026,NA
"489","F3","MnPn","NSD","Both",30,"male",2.51,7.44,13.27,12.67,2.53,16.08546324,NA
"490","F3","McPc","CD","Both",1,"male",2.13,6.71,15.77,9.08,2.57,30.50461377,NA
"491","F3","McPc","CD","Both",2,"male",2.45,6.24,12.23,16.22,2.68,28.89314689,NA
"492","F3","McPc","CD","Both",3,"male",2.46,5.68,13.21,13.72,2.43,16.62830378,NA
"493","F3","McPc","CD","Both",4,"male",2.53,5.13,11.52,22.08,2.89,25.78687884,NA
"494","F3","McPc","CD","Both",5,"male",2.55,5.54,12.28,18.4,2.47,22.38792259,NA
"495","F3","McPc","CD","Both",6,"male",2.44,6.24,10.2,24.39,2.54,34.81228732,NA
"496","F3","McPc","CD","Both",7,"male",2.51,6.73,11.15,12.34,2.62,30.84557537,NA
"497","F3","McPc","CD","Both",8,"male",2.5,5.49,11.36,14.68,2.5,37.11495974,NA
"498","F3","McPc","CD","Both",9,"male",2.43,7.22,8.9,16.77,2.59,33.67076561,NA
"499","F3","McPc","CD","Both",10,"male",2.49,7.6,13.4,15.06,2.53,29.49617523,NA
"500","F3","McPc","CD","Both",11,"male",2.56,6.5,14.34,14.9,2.56,17.18381353,NA
"501","F3","McPc","CD","Both",12,"male",2.33,7.49,22.87,11.99,2.78,25.2060346,NA
"502","F3","McPc","CD","Both",13,"male",2.25,7.58,13.84,8.42,2.62,25.81959382,NA
"503","F3","McPc","CD","Both",14,"male",2.71,7.79,13.04,9.94,2.49,18.92423953,NA
"504","F3","McPc","CD","Both",15,"male",2.59,8.04,31.28,15.62,2.57,16.09182112,NA
"505","F3","McPc","CD","Both",16,"male",2.42,7.58,14.99,15.67,2.54,29.386311,NA
"506","F3","McPc","CD","Both",17,"male",2.65,7.75,17.66,23.01,2.65,20.70730417,NA
"507","F3","McPc","CD","Both",18,"male",2.59,6.63,15.28,26.76,2.64,30.41562783,NA
"508","F3","McPc","CD","Both",19,"male",2.57,7.75,12.98,13.66,2.57,20.37141158,NA
"509","F3","McPc","CD","Both",20,"male",2.38,7.29,9.28,18.43,2.5,14.78383143,NA
"510","F3","McPc","CD","Both",21,"male",2.4,6.82,14.47,10.66,2.57,19.84783202,NA
"511","F3","McPc","CD","Both",22,"male",2.41,7.19,11.65,13.82,2.48,31.33181323,NA
"512","F3","McPc","CD","Both",23,"male",2.35,6.36,9.08,11.26,2.43,18.81480216,NA
"513","F3","McPc","CD","Both",24,"male",2.52,7.48,16.98,10.22,2.59,12.25849501,NA
"514","F3","McPc","CD","Both",25,"male",2.51,8.2,15.77,8.75,2.39,16.28100588,NA
"515","F3","McPc","CD","Both",26,"male",2.6,7.14,12.23,4.76,2.8,24.47606414,NA
"516","F3","McPc","CD","Both",27,"male",2.46,5.4,13.21,17.49,2.46,18.0380475,NA
"517","F3","McPc","CD","Both",28,"male",2.44,6.51,11.52,16.35,2.31,6.663331712,NA
"518","F3","McPc","CD","Both",29,"male",2.58,7.45,12.28,9.53,2.58,24.45463337,NA
"519","F3","McPc","CD","Both",30,"male",2.68,9.66,10.2,19.33,2.51,13.99946143,NA
"520","F3","MnPc","NSD","Maternal",1,"female",4.02,10.58,19.95,38.42,3.56,43.86518584,426
"521","F3","MnPc","NSD","Maternal",2,"female",3.51,11.68,17.06,38.42,3.66,40.00601285,235
"522","F3","MnPc","NSD","Maternal",3,"female",3.83,11.57,14.63,25.99,3.77,60.32869777,243
"523","F3","MnPc","NSD","Maternal",4,"female",3.63,10.88,12.29,20.35,3.77,54.51778799,445
"524","F3","MnPc","NSD","Maternal",5,"female",3.73,12.94,17.61,22.56,3.6,39.89998516,281
"525","F3","MnPc","NSD","Maternal",6,"female",3.93,13.04,15.13,33.25,3.63,37.67077273,235
"526","F3","MnPc","NSD","Maternal",7,"female",4.2,13.9,14.81,30.2,3.58,42.78642427,597
"527","F3","MnPc","NSD","Maternal",8,"female",3.38,8.7,14.57,21.82,3.56,38.34433123,106
"528","F3","MnPc","NSD","Maternal",9,"female",3.3,9.95,18.94,26.98,3.43,18.97581492,353
"529","F3","MnPc","NSD","Maternal",10,"female",3.91,12.05,16.9,32.09,3.68,28.53543448,235
"530","F3","MnPc","NSD","Maternal",11,"female",3.3,14.87,17.94,24.09,3.67,18.9088526,174
"531","F3","MnPc","NSD","Maternal",12,"female",3.67,12.29,14.02,20.57,3.48,13.49319212,571
"532","F3","MnPc","NSD","Maternal",13,"female",3.65,8.64,14.18,24.74,3.69,35.73803639,300
"533","F3","MnPc","NSD","Maternal",14,"female",4.15,9.14,12.19,20.62,3.68,38.47070041,207
"534","F3","MnPc","NSD","Maternal",15,"female",3.89,12.67,14.92,28.14,3.69,24.79382763,325
"535","F3","MnPc","NSD","Maternal",16,"female",4.17,11.93,15.16,38.1,3.66,22.4872024,341
"536","F3","MnPc","NSD","Maternal",17,"female",3.7,10.71,9.67,24.3,3.82,31.62290472,268
